sampleId	region	country	ageAverage	dataSource	groupLabel
grt035	NorthernEurope	Sweden	995.05.00	Krzewinska_CurrentBiology_2018	Sweden_VikingAge
TGS-A-1	NorthernEurope	Iceland	989.05.00	Ebenesersdottir_Science_2018	Iceland_VikingAge
84001	NorthernEurope	Sweden	988.05.00	Krzewinska_CurrentBiology_2018	Sweden_VikingAge
VK453	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK232	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK58	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK468	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK429	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK477	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK428	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK431	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK48	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK430	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK469	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK433	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK460	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK479	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK455	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK454	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK459	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK53	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK64	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK473	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK474	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK50	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK60	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK56	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK461	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK452	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK434	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK432	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK463	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK51	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK471	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK478	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK475	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK439	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK458	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK438	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK457	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK476	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK450	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK57	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK63	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK456	NorthernEurope	Sweden	975	Margyaran_2020_Nature	Sweden_VikingAge
VK354	NorthernEurope	Sweden	964	Margyaran_2020_Nature	Sweden_VikingAge
R63	SouthernEurope	Italy	960	Antonio_2019_Science	Italy_Medieval
VK219	CentralEasternEurope	Russia	958	Margyaran_2020_Nature	Russia_VikingAge
VK326	NorthernEurope	Denmark	958	Margyaran_2020_Nature	Denmark_VikingAge
VK256	WesternEurope	UK	953	Margyaran_2020_Nature	Britain_VikingAge
VK263	WesternEurope	UK	953	Margyaran_2020_Nature	Britain_VikingAge
VK262	WesternEurope	UK	953	Margyaran_2020_Nature	Britain_VikingAge
VK261	WesternEurope	UK	953	Margyaran_2020_Nature	Britain_VikingAge
VK257	WesternEurope	UK	953	Margyaran_2020_Nature	Britain_VikingAge
VK260	WesternEurope	UK	953	Margyaran_2020_Nature	Britain_VikingAge
VK264	WesternEurope	UK	953	Margyaran_2020_Nature	Britain_VikingAge
VK449	WesternEurope	UK	953	Margyaran_2020_Nature	Britain_VikingAge
VK258	WesternEurope	UK	953	Margyaran_2020_Nature	Britain_VikingAge
VK259	WesternEurope	UK	953	Margyaran_2020_Nature	Britain_VikingAge
VK420	NorthernEurope	Norway	950	Margyaran_2020_Nature	Norway_VikingAge
VK448	NorthernEurope	Norway	950	Margyaran_2020_Nature	Norway_VikingAge
VK415	NorthernEurope	Norway	950	Margyaran_2020_Nature	Norway_VikingAge
VK170	WesternEurope	UK	950	Margyaran_2020_Nature	Britain_VikingAge
VK547	NorthernEurope	Norway	950	Margyaran_2020_Nature	Norway_VikingAge
VK532	NorthernEurope	Denmark	950	Margyaran_2020_Nature	Denmark_IronAge
KNS-A-1	NorthernEurope	Iceland	950	Ebenesersdottir_Science_2018	Iceland_VikingAge
DAV-A-9	NorthernEurope	Iceland	950	Ebenesersdottir_Science_2018	Iceland_VikingAge
R1285	SouthernEurope	Italy	945.05.00	Antonio_2019_Science	Italy_Medieval
VK327	NorthernEurope	Denmark	945	Margyaran_2020_Nature	Denmark_VikingAge
VK324	NorthernEurope	Denmark	938	Margyaran_2020_Nature	Denmark_VikingAge
stg021	NorthernEurope	Sweden	924	Krzewinska_CurrentBiology_2018	Sweden_VikingAge
VK186	NorthernEurope	Greenland	903	Margyaran_2020_Nature	Greenland_VikingAge
VK353	NorthernEurope	Sweden	901	Margyaran_2020_Nature	Sweden_VikingAge
VK334	NorthernEurope	Sweden	901	Margyaran_2020_Nature	Sweden_VikingAge
VK279	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK138	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK205	WesternEurope	UK	900	Margyaran_2020_Nature	Britain_VikingAge
VK368	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK422	NorthernEurope	Norway	900	Margyaran_2020_Nature	Norway_VikingAge
VK316	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK338	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK363	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK335	NorthernEurope	Sweden	900	Margyaran_2020_Nature	Sweden_VikingAge
VK275	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK278	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK361	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK317	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK366	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK345	NorthernEurope	Sweden	900	Margyaran_2020_Nature	Sweden_VikingAge
VK129	NorthernEurope	Iceland	900	Margyaran_2020_Nature	Iceland_VikingAge
VK127	NorthernEurope	Iceland	900	Margyaran_2020_Nature	Iceland_VikingAge
VK394	NorthernEurope	Norway	900	Margyaran_2020_Nature	Norway_VikingAge
VK372	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK515	NorthernEurope	Norway	900	Margyaran_2020_Nature	Norway_VikingAge
VK204	WesternEurope	UK	900	Margyaran_2020_Nature	Britain_VikingAge
VK524	NorthernEurope	Norway	900	Margyaran_2020_Nature	Norway_VikingAge
VK389	NorthernEurope	Norway	900	Margyaran_2020_Nature	Norway_VikingAge
VK128	NorthernEurope	Iceland	900	Margyaran_2020_Nature	Iceland_VikingAge
VK445	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK393	NorthernEurope	Norway	900	Margyaran_2020_Nature	Norway_VikingAge
VK516	NorthernEurope	Norway	900	Margyaran_2020_Nature	Norway_VikingAge
VK520	NorthernEurope	Norway	900	Margyaran_2020_Nature	Norway_VikingAge
VK290	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK320	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK370	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK141	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK288	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK295	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK281	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK344	NorthernEurope	Sweden	900	Margyaran_2020_Nature	Sweden_VikingAge
VK346	NorthernEurope	Sweden	900	Margyaran_2020_Nature	Sweden_VikingAge
VK266	NorthernEurope	Sweden	900	Margyaran_2020_Nature	Sweden_VikingAge
VK280	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK284	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK285	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK446	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK323	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK298	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK364	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK373	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK139	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK443	NorthernEurope	Sweden	900	Margyaran_2020_Nature	Sweden_VikingAge
VK362	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK287	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK274	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK348	NorthernEurope	Sweden	900	Margyaran_2020_Nature	Sweden_VikingAge
VK352	NorthernEurope	Sweden	900	Margyaran_2020_Nature	Sweden_VikingAge
gtm021	NorthernEurope	Sweden	900	Krzewinska_CurrentBiology_2018	Sweden_VikingAge
84005	NorthernEurope	Sweden	900	Krzewinska_CurrentBiology_2018	Sweden_VikingAge
VK533	NorthernEurope	Sweden	900	Margyaran_2020_Nature	Sweden_VikingAge
VK367	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
kal009	NorthernEurope	Sweden	900	Krzewinska_CurrentBiology_2018	Sweden_VikingAge
kal006	NorthernEurope	Sweden	900	Krzewinska_CurrentBiology_2018	Sweden_VikingAge
stg020	NorthernEurope	Sweden	900	Krzewinska_CurrentBiology_2018	Sweden_VikingAge
97002	NorthernEurope	Sweden	900	Krzewinska_CurrentBiology_2018	Sweden_VikingAge
VK282	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
nuf002	NorthernEurope	Sweden	900	Krzewinska_CurrentBiology_2018	Sweden_VikingAge
VK380	NorthernEurope	Sweden	900	Margyaran_2020_Nature	Sweden_VikingAge
VK268	NorthernEurope	Sweden	900	Margyaran_2020_Nature	Sweden_VikingAge
kls001	NorthernEurope	Sweden	900	Krzewinska_CurrentBiology_2018	Sweden_VikingAge
VK94	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK292	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK276	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK286	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK202	WesternEurope	UK	900	Margyaran_2020_Nature	Britain_VikingAge
VK207	WesternEurope	UK	900	Margyaran_2020_Nature	Britain_VikingAge
VK386	NorthernEurope	Norway	900	Margyaran_2020_Nature	Norway_VikingAge
VK530	NorthernEurope	Norway	900	Margyaran_2020_Nature	Norway_VikingAge
VK203	WesternEurope	UK	900	Margyaran_2020_Nature	Britain_VikingAge
VK201	WesternEurope	UK	900	Margyaran_2020_Nature	Britain_VikingAge
VK365	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK265	NorthernEurope	Sweden	900	Margyaran_2020_Nature	Sweden_VikingAge
VK134	NorthernEurope	Denmark	900	Margyaran_2020_Nature	Denmark_VikingAge
VK343	NorthernEurope	Sweden	900	Margyaran_2020_Nature	Sweden_VikingAge
VK342	NorthernEurope	Sweden	900	Margyaran_2020_Nature	Sweden_VikingAge
VK357	NorthernEurope	Sweden	897	Margyaran_2020_Nature	Sweden_VikingAge
VK212	CentralEasternEurope	Poland	889	Margyaran_2020_Nature	Poland_VikingAge
VK20	CentralEasternEurope	Russia	888	Margyaran_2020_Nature	Russia_VikingAge
grt036	NorthernEurope	Sweden	877.05.00	Krzewinska_CurrentBiology_2018	Sweden_VikingAge
urm035	NorthernEurope	Sweden	874	Krzewinska_CurrentBiology_2018	Sweden_VikingAge
VK322	NorthernEurope	Denmark	866	Margyaran_2020_Nature	Denmark_VikingAge
VK330	NorthernEurope	Denmark	861	Margyaran_2020_Nature	Denmark_VikingAge
VK6	NorthernEurope	Greenland	850	Margyaran_2020_Nature	Greenland_VikingAge
VK387	NorthernEurope	Norway	850	Margyaran_2020_Nature	Norway_VikingAge
VK414	NorthernEurope	Norway	850	Margyaran_2020_Nature	Norway_VikingAge
VK1	NorthernEurope	Greenland	850	Margyaran_2020_Nature	Greenland_VikingAge
VK223	CentralEasternEurope	Russia	850	Margyaran_2020_Nature	Russia_VikingAge
VK108	NorthernEurope	Sweden	850	Margyaran_2020_Nature	Sweden_VikingAge
VK156	CentralEasternEurope	Poland	850	Margyaran_2020_Nature	Poland_VikingAge
VK154	CentralEasternEurope	Poland	850	Margyaran_2020_Nature	Poland_VikingAge
VK157	CentralEasternEurope	Poland	850	Margyaran_2020_Nature	Poland_VikingAge
VK254	CentralEasternEurope	Russia	850	Margyaran_2020_Nature	Russia_VikingAge
VK272	CentralEasternEurope	Russia	850	Margyaran_2020_Nature	Russia_VikingAge
VK159	CentralEasternEurope	Russia	850	Margyaran_2020_Nature	Russia_VikingAge
VK273	CentralEasternEurope	Russia	850	Margyaran_2020_Nature	Russia_VikingAge
VK224	CentralEasternEurope	Russia	850	Margyaran_2020_Nature	Russia_VikingAge
VK494	CentralEasternEurope	Poland	850	Margyaran_2020_Nature	Poland_VikingAge
VK217	NorthernEurope	Sweden	850	Margyaran_2020_Nature	Sweden_VikingAge
VK466	CentralEasternEurope	Russia	850	Margyaran_2020_Nature	Russia_VikingAge
VK171	WesternEurope	UK	850	Margyaran_2020_Nature	Britain_VikingAge
R58	SouthernEurope	Italy	850	Antonio_2019_Science	Italy_Medieval
DA164	CentralEasternEurope	Russia	850	Damgaard_2018_Nature	Russia_IronAge_Alan
VK187	NorthernEurope	Greenland	849	Margyaran_2020_Nature	Greenland_VikingAge
VK410	CentralEasternEurope	Russia	843	Margyaran_2020_Nature	Russia_VikingAge
R57	SouthernEurope	Italy	840	Antonio_2019_Science	Italy_Medieval
R65	SouthernEurope	Italy	840	Antonio_2019_Science	Italy_Medieval
R64	SouthernEurope	Italy	840	Antonio_2019_Science	Italy_Medieval
VK16	CentralEasternEurope	Russia	839	Margyaran_2020_Nature	Russia_VikingAge
TSK-A-26	NorthernEurope	Iceland	825	Ebenesersdottir_Science_2018	Iceland_VikingAge
urm160	NorthernEurope	Sweden	820.05.00	Krzewinska_CurrentBiology_2018	Sweden_VikingAge
VK303	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK398	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK35	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK30	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK402	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK396	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK39	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK22	CentralEasternEurope	Russia	800	Margyaran_2020_Nature	Russia_VikingAge
VK179	NorthernEurope	Greenland	800	Margyaran_2020_Nature	Greenland_VikingAge
VK513	NorthernEurope	Greenland	800	Margyaran_2020_Nature	Greenland_VikingAge
VK184	NorthernEurope	Greenland	800	Margyaran_2020_Nature	Greenland_VikingAge
VK401	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK14	CentralEasternEurope	Russia	800	Margyaran_2020_Nature	Russia_VikingAge
VK400	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK183	NorthernEurope	Greenland	800	Margyaran_2020_Nature	Greenland_VikingAge
VK404	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK15	CentralEasternEurope	Russia	800	Margyaran_2020_Nature	Russia_VikingAge
VK399	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK29	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK306	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK406	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK308	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK220	CentralEasternEurope	Russia	800	Margyaran_2020_Nature	Russia_VikingAge
VK407	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK31	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK34	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK40	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK403	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK42	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK309	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK409	CentralEasternEurope	Russia	800	Margyaran_2020_Nature	Russia_VikingAge
VK18	CentralEasternEurope	Russia	800	Margyaran_2020_Nature	Russia_VikingAge
VK23	CentralEasternEurope	Russia	800	Margyaran_2020_Nature	Russia_VikingAge
VK17	CentralEasternEurope	Russia	800	Margyaran_2020_Nature	Russia_VikingAge
VK395	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK397	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK24	NorthernEurope	Faroes	800	Margyaran_2020_Nature	Faroe_VikingAge
VK425	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK427	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK424	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK426	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK218	CentralEasternEurope	Russia	800	Margyaran_2020_Nature	Russia_VikingAge
VK405	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK21	CentralEasternEurope	Russia	800	Margyaran_2020_Nature	Russia_VikingAge
VK408	CentralEasternEurope	Russia	800	Margyaran_2020_Nature	Russia_VikingAge
VK19	CentralEasternEurope	Russia	800	Margyaran_2020_Nature	Russia_VikingAge
VK534	SouthernEurope	Italy	800	Margyaran_2020_Nature	Italy_Medieval
VK527	NorthernEurope	Sweden	800	Margyaran_2020_Nature	Sweden_VikingAge
VK99	NorthernEurope	Iceland	750	Margyaran_2020_Nature	Iceland_VikingAge
VK230	NorthernEurope	Iceland	750	Margyaran_2020_Nature	Iceland_VikingAge
VK101	NorthernEurope	Iceland	750	Margyaran_2020_Nature	Iceland_VikingAge
VK122	NorthernEurope	Iceland	750	Margyaran_2020_Nature	Iceland_VikingAge
VK102	NorthernEurope	Iceland	750	Margyaran_2020_Nature	Iceland_VikingAge
VK225	NorthernEurope	Iceland	750	Margyaran_2020_Nature	Iceland_VikingAge
VK227	NorthernEurope	Iceland	750	Margyaran_2020_Nature	Iceland_VikingAge
VK98	NorthernEurope	Iceland	750	Margyaran_2020_Nature	Iceland_VikingAge
VK160	CentralEasternEurope	Russia	750	Margyaran_2020_Nature	Russia_VikingAge
VK123	NorthernEurope	Iceland	750	Margyaran_2020_Nature	Iceland_VikingAge
VK95	NorthernEurope	Iceland	750	Margyaran_2020_Nature	Iceland_VikingAge
R62	SouthernEurope	Italy	735	Antonio_2019_Science	Italy_Medieval
VK535	SouthernEurope	Italy	713	Margyaran_2020_Nature	Italy_Medieval
VK536	SouthernEurope	Italy	700	Margyaran_2020_Nature	Italy_Medieval
VK537	SouthernEurope	Italy	700	Margyaran_2020_Nature	Italy_Medieval
VK211	CentralEasternEurope	Poland	700	Margyaran_2020_Nature	Poland_VikingAge
VK388	NorthernEurope	Norway	700	Margyaran_2020_Nature	Norway_VikingAge
VK538	SouthernEurope	Italy	700	Margyaran_2020_Nature	Italy_Medieval
IIa	NorthernEurope	Estonia	685	Saag_CurrentBiology_2019	Estonia_Medieval
VK75	NorthernEurope	Greenland	654	Margyaran_2020_Nature	Greenland_VikingAge
VK117	NorthernEurope	Norway	650	Margyaran_2020_Nature	Norway_VikingAge
VK118	NorthernEurope	Norway	650	Margyaran_2020_Nature	Norway_VikingAge
VK114	NorthernEurope	Norway	650	Margyaran_2020_Nature	Norway_VikingAge
VK124	NorthernEurope	Norway	650	Margyaran_2020_Nature	Norway_VikingAge
VK113	NorthernEurope	Norway	650	Margyaran_2020_Nature	Norway_VikingAge
FOV-A-1	NorthernEurope	Iceland	635.05.00	Ebenesersdottir_Science_2018	Iceland_Medieval
R1290	SouthernEurope	Italy	602.05.00	Antonio_2019_Science	Italy_Medieval
R61	SouthernEurope	Italy	595	Antonio_2019_Science	Italy_Medieval
R55	SouthernEurope	Italy	595	Antonio_2019_Science	Italy_Medieval
R54	SouthernEurope	Italy	595	Antonio_2019_Science	Italy_Medieval
R56	SouthernEurope	Italy	595	Antonio_2019_Science	Italy_Medieval
R53	SouthernEurope	Italy	595	Antonio_2019_Science	Italy_Medieval
R52	SouthernEurope	Italy	595	Antonio_2019_Science	Italy_Medieval
VK190	NorthernEurope	Greenland	588	Margyaran_2020_Nature	Greenland_VikingAge
IIf	NorthernEurope	Estonia	575	Saag_CurrentBiology_2019	Estonia_Medieval
R1286	SouthernEurope	Italy	521	Antonio_2019_Science	Italy_Medieval
R1288	SouthernEurope	Italy	521	Antonio_2019_Science	Italy_Medieval
R1287	SouthernEurope	Italy	521	Antonio_2019_Science	Italy_Medieval
R1289	SouthernEurope	Italy	521	Antonio_2019_Science	Italy_Medieval
R1219	SouthernEurope	Italy	510	Antonio_2019_Science	Italy_Medieval
R1224	SouthernEurope	Italy	465	Antonio_2019_Science	Italy_Medieval
R1220	SouthernEurope	Italy	465	Antonio_2019_Science	Italy_Medieval
R1221	SouthernEurope	Italy	465	Antonio_2019_Science	Italy_Medieval
IVLS09KT	NorthernEurope	Estonia	365	Saag_CurrentBiology_2019	Estonia_Medieval
R970	SouthernEurope	Italy	300	Antonio_2019_Science	Italy_Medieval
R973	SouthernEurope	Italy	300	Antonio_2019_Science	Italy_Medieval
R969	SouthernEurope	Italy	300	Antonio_2019_Science	Italy_Medieval
VK240	NorthernEurope	Faroes	250	Margyaran_2020_Nature	Faroe_Historical
VK245	NorthernEurope	Faroes	250	Margyaran_2020_Nature	Faroe_Historical
VK46	NorthernEurope	Faroes	250	Margyaran_2020_Nature	Faroe_Historical
VK237	NorthernEurope	Faroes	250	Margyaran_2020_Nature	Faroe_Historical
VK238	NorthernEurope	Faroes	250	Margyaran_2020_Nature	Faroe_Historical
VK242	NorthernEurope	Faroes	250	Margyaran_2020_Nature	Faroe_Historical
VK244	NorthernEurope	Faroes	250	Margyaran_2020_Nature	Faroe_Historical
VK27	NorthernEurope	Faroes	250	Margyaran_2020_Nature	Faroe_Historical
VK241	NorthernEurope	Faroes	250	Margyaran_2020_Nature	Faroe_Historical
VK25	NorthernEurope	Faroes	250	Margyaran_2020_Nature	Faroe_Historical
VK44	NorthernEurope	Faroes	250	Margyaran_2020_Nature	Faroe_Historical
KOV-A-2	NorthernEurope	Iceland	236	Ebenesersdottir_Science_2018	Iceland_Historical
